NOMREG;NOMDEP;DATEAPPELLATION;FERME;ANNREOUV;ANNEXE;NOM DU MUSEE;ADR;CP;VILLE;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;JOURS NOCTURNES;latitude;longitude;result_address;result_score;result_type;result_id
CENTRE;LOIR ET CHER;01/02/2003;NON;;;Musée de Vendôme;Cloître de la Trinité;41100;VENDOME;www.vendome.eu/intro/1p1e-421-musee-vendome.html-vendome.html ou www.musees.regioncentre.fr;1er janvier, le 1er mai, le 25 décembre;Ouvert du 1er avril au 31 octobre du mercredi au lundi de 10h à 12h et de 14h à 18h et du 1er novembre au 31 mars le lundi et du mercredi au samedi de 10h à 12h et de 13h30 à 17h30;;;;;;;
CENTRE;LOIRET;01/02/2003;NON;;;Musée Municipal Théâtre Forain et Archéologique;Quartier du Paradis;45410;ARTENAY;www.musee-theatre-forain.fr;;Ouvert du 1er juin au 30 septembre de 10h à 12h et de 14h à 18h, du 1er octobre au 31 mai de 14h à 17h;;48.08201;1.879598;Rue du Paradis 45410 Artenay;0.63;street;45008_0400_e5bd1f
CENTRE;LOIRET;01/02/2003;OUI;Indéterminée;;Musée Daniel Vannier;"Hôtel de Ville - Service patrimoine
20, Rue du Change";45190;BEAUGENCY;site de la région ou www.patrimoine-beaugency.fr;;;;47.77814;1.630916;20 Rue du Change 45190 Beaugency;0.45;housenumber;45028_0200_76634a
CENTRE;LOIRET;01/02/2003;NON;;;Musée de la Marine de Loire;"Ecuries du Château
1, Place Aristide Briand";45110;CHATEAUNEUF-SUR-LOIRE;www.chateauneuf-sur-loire.com ou www.musees-centre.com;1er janvier, 1er mai, 25 décembre;Ouvert du mercredi au lundi de 10h à 18h du 1er avril au 31 octobre et de 14h à 18h du 1er novembre au 31 mars;°;47.865168;2.21918;1 Place Aristide Briand 45110 Châteauneuf-sur-Loire;0.67;housenumber;45082_0120_df7fe1
CENTRE;LOIRET;01/02/2003;NON;;;Musée d'Art et d'Archéologie;2, Faubourg Puyrault;45230;CHATILLON-COLIGNY;http://www.ifrance.com/chatillon-coligny;;Ouvert du 1er avril au 30 septembre du mardi au vendredi de 14h à 17h30, samedi et dimanche 10h à 12h et de 14h à 17h30 et du 1er octobre au 31 mars samedi de 9h à 12h et de 14h à 17h30;;47.820625;2.844906;2 Faubourg du Puyrault 45230 Châtillon-Coligny;0.86;housenumber;45085_0860_4e4d7d
CENTRE;LOIRET;01/02/2003;OUI;2016/2017;;Musée International de la Chasse;"Château de Gien
B.P. 99";45503;GIEN Cedex;www.château-gien.com;25 décembre et en janvier;Ouvert du 1er février au 31 mars et du 1er octobre au 31 décembre de 14h à 17h et du 1er avril au 30 juin et du 1er au 30 septembre de 13h30 à 18h, en juillet/août tous les jours de 13h30 à 18h;;;;;;;
CENTRE;LOIRET;01/02/2003;NON;Réouvert le 16/11/05;;Musée Gaston Couté;"Espace culturel La Monnaye
22 Rue des Remparts";45130;MEUNG-SUR-LOIRE;www.meung-sur-loire.com;Fermé pendant les vacances scolaires de Noël, 1er mai et 1er novembre;Ouvert le mercredi et vendredi de 14h30 à 18h30, le samedi de 9h30 à 12h30, le dimanche de 15h à 18h;;47.825556;1.694889;22 Rue des Remparts 45130 Meung-sur-Loire;0.56;housenumber;45203_1600_4bb8fb
CENTRE;LOIRET;27/12/2002;OUI;2016/2017;;Musée Girodet;2, rue de la Chaussée;45200;MONTARGIS;www.montargis.fr/musee.htm;Jours fériés;Ouvert du mercredi au dimanche 9h à 12h et de 13h30 à 17h30 (vendredi 17h);;47.997843;2.737468;2 Rue du Faubourg de la Chaussée 45200 Montargis;0.7;housenumber;45208_XXXX_268f75
CENTRE;LOIRET;27/12/2002;OUI;;;Musée du Gatinais;7, Rue du Château;45200;MONTARGIS;;;Ouvert samedi et dimanche de 13h30 à 17h30 depuis le 16 janvier 2008, depuis le 15 avril 2009 ouvert le mercredi et samedi de 13h30 à 17h30;;47.998314;2.729233;7 Rue du Château 45200 Montargis;0.93;housenumber;45208_0315_f23363
CENTRE;LOIRET;01/02/2003;NON;;;Musée Historique et Archéologique;"Square Abbé Desnoyers
Hôtel Cabu";45000;ORLEANS;Site de la ville;1er et 11 novembre, 25 décembre;Ouvert du 1er octobre au 30 avril le mercredi de 13h30 à 17h45, le dimanche de 14h à 18h, du 1er mai au 30 juin et en septembre du mardi au samedi de 13h30 à 17h45, le dimanche de 14h à 18h, en juillet-août du mardi au samedi de 9h30 à 12h15 et de 13h30 à;;;;;;;
CENTRE;LOIRET;06/01/2002;NON;;;Muséum des Sciences Naturelles;6, Rue Marcel Proust;45000;ORLEANS;www.orleans.fr;Jours fériés;"Ouvert tous les jours de 14h à 18h pour les individuels
Tous les jours de 9h à 12h et de 14h à 18h pour les scolaires et groupes";;47.90807;1.907907;6 Rue Marcel Proust 45000 Orléans;0.94;housenumber;45234_4415_6c38b7
CENTRE;LOIRET;06/01/2002;NON;;;Musée des Beaux-Arts;1, rue Fernand Rabier;45000;ORLEANS;Région : www.musees.regioncentre.fr ou  www.orleans.fr (rubrique culture/musee);1er et 11 novembre, 25 décembre;Ouvert de 10h à 18h du mardi au dimanche;;47.903147;1.909903;1 Rue Fernand Rabier 45000 Orléans;0.94;housenumber;45234_2820_5aa876
CENTRE;LOIRET;01/02/2003;OUI;Non encore prévue;;Musée Municipal;"Direction de l'action culturelle
5, Place Denis Poisson - B.P. 706";45307;PITHIVIERS Cedex;;;;;;;;;;
CHAMPAGNE-ARDENNE;ARDENNES;01/02/2003;NON;septembre 2005;;Musée de la Maison de la Dernière Cartouche;12 Avenue de la Dernière Cartouche;08140;BAZEILLES;www.maisondeladernierecartouche.com;Fêtes de Noël et du Jour de l’An;Ouvert du mercredi au dimanche de 10h à 12h et de 13h30 à 18h du 15 juin au 30 septembre et du 30 septembre au 15 juin de 13h30 à 17h. Tlj sur réservation pour les groupes;;49.681811;4.975009;12 Avenue de la Dernière Cartouche 08140 Bazeilles;0.91;housenumber;08053_0155_bfb905
CHAMPAGNE-ARDENNE;ARDENNES;01/02/2003;NON;;;Musée Arthur Rimbaud;Quai Arthur Rimbaud;08000;CHARLEVILLE-MEZIERES;www.mairie-charlevillemezieres.fr/htm/culture/rimbaud.htm;;Ouvert du mardi au dimanche de 10h à 12h et de 14h à 18h;;49.776058;4.720484;Quai Arthur Rimbaud 08000 Charleville-Mézières;0.93;street;08105_0220_090447
CHAMPAGNE-ARDENNE;ARDENNES;01/02/2003;NON;;Musée Arthur Rimbaud;Maison des Ailleurs - Arthur Rimbaud;Quai Rimbaud;08000;CHARLEVILLE-MEZIERES;Site de la ville;;Ouvert du mardi au dimanche de 10h à 12h et de 14h à 18h tous les jours;;49.776058;4.720484;Quai Arthur Rimbaud 08000 Charleville-Mézières;0.79;street;08105_0220_090447
CHAMPAGNE-ARDENNE;ARDENNES;01/02/2003;NON;;;Musée de l'Ardenne;31, Place Ducale;08000;CHARLEVILLE-MEZIERES;www.mairie-charlevillemezieres.fr/htm/culture/rimbaud.htm;;Ouvert du mardi au dimanche de 10h à 12h et de 14h à 18h;;49.773621;4.721113;Place Ducale 08000 Charleville-Mézières;0.87;street;08105_1060_27f9d3
CHAMPAGNE-ARDENNE;ARDENNES;01/02/2003;OUI;Non prévue;;Musée de Givet;"Mairie
11, Place Carnot";08600;GIVET;;;;;50.136341;4.8247;11 Place Carnot 08600 Givet;0.73;housenumber;08190_0140_28d1ce
CHAMPAGNE-ARDENNE;ARDENNES;01/02/2003;NON;;;Musée du Feutre;Mairie;08210;MOUZON;www.culture.gouv.fr/champagne-ardenne/2culture/musee_france/musee_mouzon.html;Octobre à avril;Ouvert tous les jours de mai à septembre de 14h à 18h, en avril et octobre les W.E. de 14h à 18h. Tous les jours sur réservation pour les groupes;;49.609209;5.075187;Cité Fonderie 08210 Mouzon;0.5;locality;08311_A003_9ae7dc
CHAMPAGNE-ARDENNE;ARDENNES;01/02/2003;OUI;Pas d'info;;Musée du Rethelois et du Porcien;Place Noiret-Chaigneau;08300;RETHEL;;;;;49.506881;4.363521;Place Noiret Chaigneau 08300 Rethel;0.93;street;08362_0890_313885
CHAMPAGNE-ARDENNE;ARDENNES;01/02/2003;NON;;;Musée du Château-Fort;BP 10322;08200;SEDAN;www.chateau-fort-sedan.fr;25 décembre et 1er janvier;Ouvert d'avril à septembre et vacances scolaires (zone B, Belgique, Pays-Bas) tous les jours de 10h à 12h et de 13h30 à 17h, d'octobre à mars (hors vacances scolaires) du mardi au dimanche de 10h à 12h et de 13h30 à 17h, en juillet-août tous les jours de ;de juin à septembre;49.69468;4.920339;Rue Degas 08200 Sedan;0.38;street;08409_0363_016906
CHAMPAGNE-ARDENNE;AUBE;01/02/2003;OUI;Non prévue;;Musée Municipal;"Hôtel de ville
Place Carnot - B.P. 110";10202;BAR-SUR-AUBE CEDEX;;;;;;;;;;
CHAMPAGNE-ARDENNE;AUBE;01/02/2003;NON;;;Musée Napoléon Ier;34, Rue de l'Ecole Militaire;10500;BRIENNE-LE-CHATEAU;www.musee-napoleon-brienne.fr;1er mai, vacances de Noël;Ouvert du 1er novembre au 31 mars du mardi au vendredi de 10h à 12h30 et de 14h à 17h, week-end et jours fériés de 14h à 17h, du 1er avril au 31 octobre tous les jours de 10h à 12h30 et de 14h à 18h;;48.388915;4.528446;34 Rue de l'École Militaire 10500 Brienne-le-Château;0.93;housenumber;10064_0200_89a734
CHAMPAGNE-ARDENNE;AUBE;01/02/2003;NON;;;Musée de la Résistance;Rue Boursault;10250;MUSSY-SUR-SEINE;Site de l'OT;;Ouvert d'octobre à mars du mardi au vendredi de 9h à 13h et de 14h30 à 17h30, d'avril à mai du lundi au vendredi de 9h à 13h et de 14h à 18h et de juin à septembre du mardi au samedi de 9h à 13h et de 14h à 18h;;47.977391;4.498921;Rue Boursault 10250 Mussy-sur-Seine;0.92;street;10261_1025_8a2a85
CHAMPAGNE-ARDENNE;AUBE;01/02/2003;OUI;9 avril 2011;;Musée Paul Dubois - Alfred Boucher;"Rue Gué de la Loge
B.P. 40";10401;NOGENT-SUR-SEINE Cedex;www.musee-nogent-sur-seine.fr;Décembre et  janvier;Ouvert du mercredi au dimanche de 14h à 18h;;;;;;;
CHAMPAGNE-ARDENNE;AUBE;01/02/2003;NON;;;Musée des Beaux-Arts;1, Rue Chrestien-de-Troyes;10000;TROYES;www.musees-troyes.com;1er au 9 janvier, 1er mai, 1er et 11 novembre et 25 décembre;Ouvert du mercredi au vendredi et lundi  de 10h à 13h et de 14h à 19h, le week-en de 11h à 19h de mai à septembre et de 10h à 12h et de 14h à 17 et le week-end de 11h à 18h d'octobre à avril;;48.300638;4.08003;1 Rue Chrestien de Troyes 10000 Troyes;0.93;housenumber;10387_1130_22d036
CHAMPAGNE-ARDENNE;AUBE;01/02/2003;NON;;;Musée Historique de Troyes et de la Champagne;4, Rue Vauluisant;10000;TROYES;;1er janvier, 1er mai, 11 novembre et 25 décembre;Ouvert de mai à septembre le mercredi de 14h à 19h, du jeudi au vendredi de 11h à 13h et de 14h à 19h le week-end de 11h à 13h et de 14h à 19h, d'octobre à avril le mercredi de 14h à 17h et du jeudi au dmanchei de 10h à 12h et de 14h à 17h;;48.294239;4.071824;4 Rue Vauluisant 10000 Troyes;0.93;housenumber;10387_5300_7b1afb
CHAMPAGNE-ARDENNE;AUBE;01/02/2003;NON;;;Pharmacie Musée de l'Hôtel-Dieu;Quai des Comtes-de-Champagne;10000;TROYES;;1er au 9 janvier, 1er mai, 1er et 11 novembre et 25 décembre;Ouvert le mercredi au dimanche de 10h à 12h et de 14h à 17h en basse saison et en haute saison de 10h à 13h et de 14h à 19h;;48.300768;4.077528;3 Quai des Comtes de Champagne 10000 Troyes;0.89;housenumber;10387_1361_cf9718
CHAMPAGNE-ARDENNE;AUBE;01/02/2003;NON;;;Maison de l'Outil  et de la Pensée Ouvrière;7, Rue de La Trinité;10000;TROYES;www.maison-de-l-outil.com;25 décembre,  1ère semaine de janvier, lundi de la Pentecôte;Ouvert d'octobre à mars du mercredi au lundi de 10h à 18h et d'avril à septembre tous les jours de 10h à 18h;;48.294907;4.07261;3 Rue de la Trinité 10000 Troyes;0.88;housenumber;10387_5130_76e4ad
CHAMPAGNE-ARDENNE;AUBE;01/02/2003;NON;;;Musée de la Bonneterie;"Conservation des Musées 
2, rue Chrestien de Troyes";10000;TROYES;www.ville-troyes.fr;1er janvier, 1er mai, 11 novembre et 25 décembre;Ouvert de mai à septembre le mercredi de 14h à 19h, du jeudi au vendredi de 11h à 13h et de 14h à 19h le week-end de 11h à 13h et de 14h à 19h, d'octobre à avril le mercredi de 14h à 17h et du jeudi au dmanchei de 10h à 12h et de 14h à 17h;;48.300945;4.0797;2 Rue Chrestien de Troyes 10000 Troyes;0.57;housenumber;10387_1130_22d036
CHAMPAGNE-ARDENNE;AUBE;01/02/2003;NON;;;Muséum d'Histoire Naturelle;4, Rue Chrestiens de Troyes;10000;TROYES;Site de la ville;1er janvier, 1er mai, 11 novembre et 25 décembre;Ouvert du mercredi au vendredi et lundi  de 10h à 13h et de 14h à 19h, le week-en de 11h à 19h de mai à septembre et de 10h à 12h et de 14h à 17 et le week-end de 11h à 18h d'octobre à avril;;48.300722;4.07987;4 Rue Chrestien de Troyes 10000 Troyes;0.86;housenumber;10387_1130_22d036
CHAMPAGNE-ARDENNE;AUBE;01/02/2003;NON;;;Musée d'Art Moderne;14, Place Saint-Pierre;10000;TROYES;Site de la ville;1er au 9 janvier, 1er mai, 1er et 11 novembre et 25 décembre;Ouvert de mai à septembre du mardi au vendredi de 10h à 13h et de 14h à 19h, samedi et dimanche de 11h à 19h et d'octobre à avril du mardi au vendredi de 10h à 12h et de 14h à 17h samedi et dimanche de 11h à 18h;;48.300046;4.080194;14 Place Saint-Pierre 10000 Troyes;0.93;housenumber;10387_4820_8e08ac
CHAMPAGNE-ARDENNE;HAUTE-MARNE;01/02/2003;NON;Début 2005;;Musée Municipal;"Pôle Culturel - Médiathèque-musée de France
Parc du Château";52400;BOURBONNE-LES-BAINS;www.culture.gouv.fr/champagne-ardenne/2culture/musee_france/musee_bourbonne.html;Semaine de Noël;Ouvert  du mardi au vendredi de 14h à 18h, et le samedi de 10h à 16h;;;;;;;
CHAMPAGNE-ARDENNE;HAUTE-MARNE;01/02/2003;NON;;;Musée des Beaux-Arts et d'Archéologie;Place du Palais;52000;CHAUMONT;http://www.ville-chaumont.fr;1er janvier, 1er mai, 25 décembre;Ouvert du mercredi au lundi de 14h à 18h de mi-septembre à mi-mai et de 14h30 à 18h30 du 14 mai au 18 septembre;;48.112453;5.137406;Rue du Palais 52000 Chaumont;0.76;street;52121_1650_6331c9
CHAMPAGNE-ARDENNE;HAUTE-MARNE;01/02/2003;OUI;;;Musée de l'Affiche - médiathèque;7/9, Avenue Foch;52000;CHAUMONT;;;;;48.110208;5.129477;Avenue du Maréchal Foch 52000 Chaumont;0.58;street;52121_1520_c58550
CHAMPAGNE-ARDENNE;HAUTE-MARNE;01/02/2003;OUI;5 Octobre 2013;;Maison des Lumière Denis Diderot (ex Musée du Breuil de Saint-Germain);1, Place Pierre Burelle;52200;LANGRES;www.maisondeslumieres.org;1er Janvier, 1er Mai, 1er Novembre, et 25 Décembre;Ouvert du mardi au dimanche d'avril à septembre de 9h à 12h et de 14h à 19h et d'octobre à dimanche de 9h à 12h et 14h et 17h;;47.866417;5.331753;1 Place Pierre Burelle 52200 Langres;0.92;housenumber;52269_0995_ad47d8
CHAMPAGNE-ARDENNE;HAUTE-MARNE;01/02/2003;NON;;;Musée d'Art et d'Histoire;"Place du Centenaire
B.P. 183";52204;LANGRES Cedex;En cours de réalisation;;Ouvert tous les jours de 9h30 à 12h et de 14h à 18h du mercredi au lundi;;;;;;;
CHAMPAGNE-ARDENNE;HAUTE-MARNE;18/04/2002;NON;;;Musée de la Coutellerie;"Place Charles de Gaulle
B.P. 1";52800;NOGENT;www.villedenogent52.com;Novembre à février, 1er mai;Ouvert du 1er avril au 30 septembre tous les jours de 10h à 12h et de 14h à 18h et sur réservation en mars et octobre;;;;;;;
CHAMPAGNE-ARDENNE;HAUTE-MARNE;01/02/2003;OUI;Février 2013;;Musée Municipal;17, Rue de la Victoire;52100;SAINT-DIZIER;Site de la mairie;;;;48.637908;4.9485;17 Rue de la Victoire 52100 Saint-Dizier;0.93;housenumber;52448_1970_5da1f6
CHAMPAGNE-ARDENNE;MARNE;05/07/2012;NON;;;Musée du Cloître de Notre-Dame-en-Vaux;Rue Nicolas Durant;51000;CHALONS-EN-CHAMPAGNE;;1er janvier, 1er mai, 11 novembre, 25 décembre;Ouvert du 1er avril au 30 septembre du mercredi au lundi de 10h à 12h et de 14h à 18h et du 1er octobre au 31 mars du lundi au vendredi de 10h à 12h et de 14h à 17h et du samedi au dimanche de 10h à 12h et de 14h à 18h;;48.958112;4.362901;Rue Nicolas Durand 51000 Châlons-en-Champagne;0.85;street;51108_2440_71ceaf
CHAMPAGNE-ARDENNE;MARNE;01/02/2003;NON;;;Musée Garinet;13, rue Pasteur;51000;CHALONS-EN-CHAMPAGNE;;1er janvier, 1er mai, 1er & 11 novembre, 25 décembre;Ouvert du mercredi au lundi de 14h à 18h;;48.955828;4.366495;13 Rue Pasteur 51000 Châlons-en-Champagne;0.94;housenumber;51108_2600_584445
CHAMPAGNE-ARDENNE;MARNE;01/02/2003;NON;;;Musée Municipal;Place Alexandre Godart;51000;CHALONS-EN-CHAMPAGNE;;1er janvier, 1er mai, 1er & 11 novembre, 25 décembre;Ouvert du lundi au vendredi de 14h à 18h, samedi de 10h à 12h et de 14h à 18h, dimanche de 10h à 12h et de 14h30 à 18h30;;48.956869;4.363827;Place Alexandre Godard 51000 Châlons-en-Champagne;0.86;street;51108_XXXX_d40c57
CHAMPAGNE-ARDENNE;MARNE;01/02/2003;OUI;Non prévue;;Musée Municipal d'Epernay;13, Avenue de Champagne;51200;EPERNAY;;;;;49.042901;3.961379;13 Avenue de Champagne 51200 Épernay;0.94;housenumber;51230_0320_d8408f
CHAMPAGNE-ARDENNE;MARNE;01/02/2003;OUI;Fermeture définitive;;Ecomusée de la Montagne de Reims;"Maison du Parc
Chemin de Nanteuil";51160;POURCY;www.parc-montagnedereims.fr;;;;;;;;;
CHAMPAGNE-ARDENNE;MARNE;01/02/2003;OUI;Fermeture définitive;;Musée de l'Ancien Collège des Jésuites;"Direction de la Culture de la ville de Reims
1, place Museux";51100;REIMS;;;;;49.253125;4.04484;1 Rue de la Pompelle 51100 Reims;0.31;housenumber;51454_7150_4c0127
CHAMPAGNE-ARDENNE;MARNE;01/02/2003;NON;;;Musée Hôtel le Vergeur;36, Place du Forum;51100;REIMS;www.museelevergeur.com;1er janvier, 1er mai, 14 juillet, 1er novembre, 25 décembre;Ouvert du mardi au dimanche de 14h à 18h;;49.257013;4.034043;36 Place du Forum 51100 Reims;0.93;housenumber;51454_3690_225db0
CHAMPAGNE-ARDENNE;MARNE;01/02/2003;NON;;;Musée Saint-Rémi;53, rue Simon;51100;REIMS;Site de la ville;1er janvier, 1er mai, 14 juillet, 1er et 11 novembre, 25 décembre;Ouvert du lundi au vendredi de 14h à 18h30  samedi et le dimanche de 14h à 19h;;49.243111;4.040351;53 Rue Simon 51100 Reims;0.93;housenumber;51454_8330_719427
CHAMPAGNE-ARDENNE;MARNE;06/01/2002;NON;;;Musée des Beaux-Arts de Saint-Denis;8, Rue Chanzy;51100;REIMS;site de la ville;1er janvier, 1er mai, 14 juillet, 1er et 11 novembre, 25 décembre;Ouvert du mercredi au lundi de 10h à 12h et de 14h à 18h, du 14 décembre 2012 au 26 mai 2013 le jeudi de 10h à 20h;;49.253442;4.030921;8 Rue Chanzy 51100 Reims;0.94;housenumber;51454_1740_21a667
CHAMPAGNE-ARDENNE;MARNE;01/02/2003;OUI;Non connue;;Musée de l'Argonne Viard-Morel;Place Général Leclerc;51800;SAINTE-MENEHOULD;;;;;49.092431;4.898023;Place du Général Leclerc 51800 Sainte-Menehould;0.87;street;51507_0350_8a1698
CORSE;CORSE DU SUD;01/02/2003;NON;Juin 2010;;Musée Fesch;50-52, rue du Cardinal Fesch;20000;AJACCIO;www.musee-fesch.com;;Ouvert le lundi, mercredi, samedi de 10h à 17h et le jeudi vendredi et dimanche du 3eme week end du mois de 12h à 17h du 1er octobre  au 30 avril, et le lundi mercredi, samedi de 10h30 à 18h et le jeudi, vendredi et dimanche de 12h00 à 18h du 1er mai au 3;Jusqu'à 20h30 le vendredi en juillet-août;41.922392;8.738549;52 Rue Cardinal Fesch 20000 Ajaccio;0.81;housenumber;2A004_0225_2563f9
CORSE;CORSE DU SUD;06/01/2002;NON;;;Musée de la Maison Bonaparte;Rue Saint-Charles;20000;AJACCIO;www.musee-maisonbonaparte.fr - www.musees-nationaux-napoleoniens.org;25 janvier 1er janvier;Ouvert du 1er octobre au 31 mars de 10h30 à 12h30 et de 13h15 à 16h30, du 1er avril au 30 septembre de 10h30 à 12h30 et de 13h15 à 18h;;41.917772;8.738068;Rue Saint-Charles 20000 Ajaccio;0.94;street;2A004_1230_b773ae
CORSE;CORSE DU SUD;01/02/2003;NON;;;Musée Napoléonien;"Hotel de Ville
Avenue Antoine Serafini";20000;AJACCIO;http://www.napoleon.org ou http://www.ajaccio.fr/;;Ouvert du 15 juin au 15 septembre du lundi au vendredi de 9h à 11h45 et de 14h à 17h45 et du 16 septembre au 14 juin du lundi au vendredi de 9h à 11h45 et de 14h à  16h45;;41.918813;8.738403;Avenue Antoine Serafini 20000 Ajaccio;0.67;street;2A004_0060_5c894c
CORSE;CORSE DU SUD;01/02/2003;NON;2008;;Musée de l'Alta Rocca;"Avenue Lieutenant Aviateur de Peretti
Quartier Pratu";20170;LEVIE;http://www.levie-altarocca.com;1er janvier, 1er mai, 14 juillet, 10 et 15 août, 25 décembre;Ouvert du mardi au samedi d'octobre à mai de 10h à 17h et de juin à septembre tous les jours de 10h à 18h;;;;;;;
CORSE;CORSE DU SUD;01/02/2003;OUI;Non encore prévue;;Musée de Préhistoire Corse;Boulevard Jacques Nicolai;20100;SARTENE;;;;;41.620393;8.97461;Boulevard Jacques Nicolai 20100 Sartène;0.93;street;2A272_0200_f944af
CORSE;HAUTE-CORSE;01/02/2003;NON;;;Musée Départemental d'Archéologie d'Aléria;Fort de Matra;20270;ALERIA;www.cg2b.fr;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert du 16 mai au 30 septembre de 9h à 12h et de 13h à 18h et du 1er octobre au 15 mai de 8h à 12h et de 13h à 17h;;42.103684;9.511502;Le Fort 20270 Aléria;0.57;locality;2B009_B121_323ddd
CORSE;HAUTE-CORSE;01/02/2003;NON;25 juin 2010;;Musée de Bastia;"Mairie de Bastia
Avenue Pierre Giudicelli";20410;BASTIA Cedex;www.musee-bastia.com;;Ouvert du 1er avril au 30 juin, et du 16 septembre au 31 octobre du mardi au dimanche de 10h à 18h et du 1er juillet au 15 septembre du mardi au dimanche de 10h à 19h30, du 1 er novembre au 31 mars du mardi au samedi de 9h à 12h et de 14h à 17h30;;42.702212;9.451447;Avenue Pierre Giudicelli 20200 Bastia;0.5;street;2B033_1365_aae6d1
CORSE;HAUTE-CORSE;01/02/2003;NON;Juin 1997;;Musée de la Corse;"La Citadelle
B.P. 73";20250;CORTE;www.musee-corse.com;1er mai, 24 décembre, autres jours fériés, 31 décembre au 14 janvier inclus;Ouvert du 1er novembre au 31 mars de 10h à 17h du lundi au samedi, du 1er avril au 21 juin de 10h à 18h du mardi au dimanche, du 22 juin au 20 septembre de 10h à 20h tous les jours, du 22 septembre au 31 octobre de 10h à 18h du mardi au dimanche;Du 22 juin au 21 septembre jusqu'à 20h (tous les jours);;;;;;
CORSE;HAUTE-CORSE;05/07/2012;OUI;2018;;Musée Archéologique de Mariana - Prince Rainier III de Monaco;Mairie de Lucciana;20290;LUCCIANA;http://www.lucciana.fr/mariana,-site-historique-le-musee-archeologique-de-mariana-%20-%C2%AB-prince-rainier-iii-de-monaco-%C2%BB_202.html;;;;42.542624;9.497059;Pln de Lucciana 20290 Lucciana;0.68;locality;2B148_B220_d32211
CORSE;HAUTE-CORSE;01/02/2003;NON;;;Musée Départemental Pascal Paoli;Hameau de la Stretta 20261;20218;MOROSAGLIA;www.cg2b.fr;1er janvier, 1er et 8 mai, 1er et 11 novembre et 25 janvier;Ouvert du 16 mai au 30 septembre de 9h à 12h et de 13h à 18h et du 1er octobre au 15 mai de 8h à 12h et de 13h à 17h;;42.437734;9.308812;Stretta 20218 Morosaglia;0.51;locality;2B169_B359_e77f3a
FRANCHE-COMTE;DOUBS;06/01/2002;NON;;;Musée des Beaux-Arts et d'Archéologie;1, Place de la Révolution;25000;BESANCON;www.musee-arts-besancon.org;1er janvier, 1er mai, 1er novembre et 25 décembre;Ouvert le lundi, mercredi au vendredi de 9h30 à 12h et de 14h à 18h, samedi dimanche de 9h30 à 18h;Les jeudis de 18h à 20h en période d'expositions temporaires;47.240051;6.022927;1 Place de la Révolution 25000 Besançon;0.94;housenumber;25056_4460_98931e
FRANCHE-COMTE;DOUBS;01/02/2003;NON;;;Muséum de Besançon;"La Citadelle
Rue des Fusillés de la Résistance";25000;BESANCON;www.citadelle.com;25 décembre, 1er janvier;Ouverture de la Citadelle du mercredi au lundi du 2 janvier au 29 mars de 10h à 17h, du 30 mars au 4 juillet tlj de 9h à 18h, du 5 juillet au 24 août tlj de 9h à 19h, du 25 août au 25 octobre tlj de 9h à 18h, du 26 octobre au 5 novembre tlj de 10h à 17h30;;47.232614;6.032133;Rue des Fusillés de la Résistance 25000 Besançon;0.74;street;25056_XXXX_3a03a5
FRANCHE-COMTE;DOUBS;01/02/2003;NON;;;Musée de la résistance et de la Déportation;"La Citadelle
Rue des Fusillés";25000;BESANCON;www.citadelle.com;1er janvier, 25 décembre;Ouvert de novembre à mars du mercredi au lundi de 10h à 16h45, d'avril à mai et de septembre à octobre tous les jours de 9h à 17h45 et en juillet août tous les jours de 9h à 18h45;;47.232614;6.032133;Rue des Fusillés de la Résistance 25000 Besançon;0.63;street;25056_XXXX_3a03a5
FRANCHE-COMTE;DOUBS;01/02/2003;NON;;;Musée Comtois;"LA CITADELLE
Rue des Fusillés";25000;BESANCON;www.citadelle.com;1er janvier, 25 décembre;Ouvert de novembre à mars de 10h à 16h45 et d'avril à octobre de 9h à 17h45 (18 h 45 en juillet et août);;47.232614;6.032133;Rue des Fusillés de la Résistance 25000 Besançon;0.63;street;25056_XXXX_3a03a5
FRANCHE-COMTE;DOUBS;01/02/2003;NON;21 Juin 2002;;Musée du Temps;96, Grande rue;25000;BESANCON;www.besancon.fr/museedutemps;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du mardi au samedi de 9h15 à 12h et de 14h à 18h , dimanche et jours fériés de 10h à 18h;;47.23602;6.026659;96 Grande Rue 25000 Besançon;0.94;housenumber;25056_2440_d90c21
FRANCHE-COMTE;DOUBS;01/02/2003;NON;;;Musée Beurnier-Rossel;"8, Place Saint-Martin
B.P. 95287";25200;MONTBELIARD;www.montbeliard.fr;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du mercredi au lundi de 10h à 12h et de 14h à 18h;;47.509957;6.797684;8 Place Saint-Martin 25200 Montbéliard;0.74;housenumber;25388_1720_ef3bd9
FRANCHE-COMTE;DOUBS;01/02/2003;NON;;;Musée du Château des Ducs de Wurtemberg;B.P. 95287;25205;MONTBELIARD Cedex;www.montbeliard.fr;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du mercredi au lundi de 10h à 12h et de 14h à 18h;;48.890388;5.555086;Rue du 29e B C P 55300 Saint-Mihiel;0.14;street;55463_XXXX_332ecd
